;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
1007;Casa de Condomínio;Barra da Tijuca;6;4;4;662;10000.0;1129.0;1486.0
1008;Casa;Freguesia (Jacarepaguá);6;10;1;475;10000.0;0.0;0.0
1009;Casa de Condomínio;Barra da Tijuca;5;6;3;300;10000.0;0.0;0.0
1010;Casa;Campo Grande;5;4;1;300;10000.0;0.0;0.0
1011;Casa de Condomínio;Barra da Tijuca;4;3;4;270;10000.0;700.0;650.0
1012;Casa;Glória;6;2;0;400;10000.0;0.0;370.0
1013;Casa de Condomínio;Barra da Tijuca;4;5;3;460;10000.0;1470.0;800.0
1014;Casa de Condomínio;Barra da Tijuca;5;3;3;600;10000.0;2100.0;16070.0
1015;Casa de Condomínio;Barra da Tijuca;4;2;2;330;10009.0;820.0;0.0
1016;Casa de Condomínio;Barra da Tijuca;4;6;3;370;10500.0;950.0;0.0
1017;Casa de Condomínio;Recreio dos Bandeirantes;4;5;4;500;10500.0;1000.0;0.0
1018;Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;540;10500.0;850.0;1000.0
1019;Casa;Botafogo;4;0;1;300;10500.0;0.0;40.0
1020;Casa de Condomínio;Barra da Tijuca;5;10;5;403;10900.0;855.0;968.0
1021;Casa;Laranjeiras;6;3;1;450;11000.0;0.0;0.0
1022;Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0
1023;Casa;Recreio dos Bandeirantes;5;3;4;217;11000.0;1248.0;3242.0
1024;Casa;Barra da Tijuca;5;2;0;200;11000.0;1300.0;900.0
1025;Casa de Condomínio;Barra da Tijuca;4;6;4;763;11000.0;800.0;2040.0
1026;Casa de Condomínio;Barra da Tijuca;4;3;4;270;11000.0;700.0;550.0
1027;Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;480;11000.0;1000.0;680.0
1028;Casa;Glória;4;2;2;400;11000.0;0.0;0.0
1029;Casa de Condomínio;Barra da Tijuca;5;6;4;600;11000.0;1680.0;1700.0
1030;Casa de Condomínio;Barra da Tijuca;5;4;4;628;11000.0;1700.0;2200.0
1031;Casa;Humaitá;3;0;1;300;11500.0;0.0;0.0
1032;Casa de Condomínio;Barra da Tijuca;4;5;4;500;11800.0;1550.0;1501.0
1033;Casa de Condomínio;Barra da Tijuca;4;4;4;661;11800.0;1550.0;1469.0
1034;Casa;Barra da Tijuca;5;4;5;420;11991.0;885.0;0.0
1035;Casa de Condomínio;Barra da Tijuca;5;3;4;350;12000.0;850.0;0.0
1036;Casa de Condomínio;Barra da Tijuca;5;3;5;338;12000.0;900.0;1000.0
1037;Casa de Condomínio;Barra da Tijuca;5;5;4;900;12000.0;1500.0;25000.0
1038;Casa de Condomínio;Barra da Tijuca;4;4;4;763;12000.0;800.0;2041.0
1039;Casa de Condomínio;Barra da Tijuca;6;4;4;720;12000.0;800.0;0.0
1040;Casa de Condomínio;Barra da Tijuca;6;3;3;521;12000.0;1800.0;1100.0
1041;Casa;Vargem Grande;7;10;2;500;12000.0;0.0;20.0
1042;Casa de Condomínio;Barra da Tijuca;4;2;1;240;12000.0;1605.0;525.0
1043;Casa de Condomínio;Barra da Tijuca;5;4;5;700;12000.0;1820.0;0.0
1044;Casa de Condomínio;Barra da Tijuca;4;3;4;460;12000.0;1000.0;1200.0
1045;Casa;Centro;6;0;0;360;12000.0;0.0;120.0
1046;Casa de Condomínio;Barra da Tijuca;4;0;1;265;12000.0;870.0;5232.0
1047;Casa de Condomínio;Barra da Tijuca;4;3;3;360;12000.0;1200.0;1200.0
1048;Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0
1049;Casa de Condomínio;Gávea;4;2;2;500;12000.0;579.0;1438.0
1050;Casa;Recreio dos Bandeirantes;7;0;3;600;12000.0;0.0;6000.0
1051;Casa;Santa Teresa;3;3;0;360;12000.0;0.0;104.0
1052;Casa de Condomínio;Recreio dos Bandeirantes;5;4;4;800;12000.0;1000.0;1300.0
1053;Casa de Condomínio;Barra da Tijuca;5;3;5;291;12000.0;550.0;4950.0
1054;Casa;Barra da Tijuca;5;3;0;250;12000.0;0.0;550.0
1055;Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;0.0
1056;Casa de Condomínio;Barra da Tijuca;5;4;5;450;12000.0;510.0;660.0
1057;Casa de Condomínio;Barra da Tijuca;5;3;2;350;12000.0;1908.0;1270.0
1058;Casa de Condomínio;Barra da Tijuca;6;5;6;750;12000.0;1300.0;1300.0
1059;Casa;Gávea;3;2;3;200;12000.0;0.0;400.0
1060;Casa;Recreio dos Bandeirantes;3;4;3;360;12000.0;0.0;6072.0
1061;Casa de Condomínio;Itanhangá;5;2;2;450;12000.0;1350.0;850.0
1062;Casa de Condomínio;Barra da Tijuca;6;0;6;750;12000.0;1980.0;1200.0
1063;Casa de Condomínio;Barra da Tijuca;6;4;4;1042;12000.0;1640.0;2082.0
1064;Casa;Campo Grande;3;1;2;200;12000.0;0.0;0.0
1065;Casa;Barra da Tijuca;4;3;4;350;12000.0;1300.0;620.0
1066;Casa de Condomínio;Barra da Tijuca;4;0;2;288;12000.0;510.0;4910.0
1067;Casa de Condomínio;Recreio dos Bandeirantes;5;0;4;450;12000.0;1420.0;12524.0
1068;Casa de Condomínio;Itanhangá;4;4;4;680;12000.0;1688.0;0.0
1069;Casa de Condomínio;Barra da Tijuca;5;0;4;100;12000.0;1807.0;2136.0
1070;Casa de Condomínio;Barra da Tijuca;5;4;5;800;12000.0;1100.0;0.0
1071;Casa;Botafogo;7;1;3;250;12000.0;0.0;0.0
1072;Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0
1073;Casa;Recreio dos Bandeirantes;4;5;3;600;12000.0;0.0;600.0
1074;Casa de Condomínio;Barra da Tijuca;5;7;4;550;12000.0;1985.0;1300.0
1075;Casa de Condomínio;Jacarepaguá;4;0;4;400;12000.0;800.0;600.0
1076;Casa de Condomínio;Itanhangá;4;4;2;600;12000.0;0.0;0.0
1077;Casa;Itanhangá;5;3;5;400;12000.0;0.0;2200.0
1078;Casa de Condomínio;Barra da Tijuca;5;0;2;800;12000.0;1400.0;2000.0
1079;Casa;Campo Grande;4;1;2;400;12000.0;0.0;0.0
1080;Casa;Barra da Tijuca;6;3;4;599;12000.0;1600.0;1200.0
1081;Casa;Urca;4;1;1;160;12000.0;0.0;0.0
1082;Casa;Jardim Botânico;4;4;1;465;12000.0;880.0;1550.0
1083;Casa;Barra da Tijuca;5;4;0;350;12000.0;1000.0;600.0
1084;Casa de Condomínio;Barra da Tijuca;6;4;4;824;12000.0;2162.0;0.0
1085;Casa de Condomínio;São Conrado;4;4;2;500;12000.0;0.0;879.0
1086;Casa;Barra da Tijuca;5;4;5;600;12000.0;2300.0;0.0
1087;Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0
1088;Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0
1089;Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0
1090;Casa;Recreio dos Bandeirantes;4;2;3;360;12000.0;0.0;0.0
1091;Casa;Urca;3;1;0;225;12000.0;0.0;385.0
1092;Casa de Condomínio;Itanhangá;3;3;1;350;12000.0;1485.0;250.0
1093;Casa de Condomínio;Barra da Tijuca;6;6;6;900;12000.0;2000.0;18000.0
1094;Casa;Botafogo;7;1;3;250;12000.0;0.0;1881.0
1095;Casa;Barra da Tijuca;5;4;2;421;12000.0;1668.0;1250.0
1096;Casa de Condomínio;Barra da Tijuca;4;0;4;300;12200.0;1200.0;350.0
1097;Casa de Condomínio;Barra da Tijuca;4;3;4;337;12500.0;1000.0;1000.0
1098;Casa de Condomínio;Barra da Tijuca;5;5;2;400;12500.0;1907.0;0.0
1099;Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;260;12500.0;0.0;0.0
1100;Casa;Botafogo;4;4;3;335;12500.0;0.0;3857.0
1101;Casa de Condomínio;Barra da Tijuca;4;5;4;870;12800.0;1920.0;1399.0
1102;Casa de Condomínio;Barra da Tijuca;4;4;2;746;13000.0;510.0;4910.0
1103;Casa de Condomínio;Barra da Tijuca;6;3;4;600;13000.0;800.0;1600.0
1104;Casa;Gávea;4;4;0;450;13000.0;0.0;600.0
1105;Casa de Condomínio;Barra da Tijuca;6;8;0;924;13000.0;2214.0;1060.0
1106;Casa de Condomínio;Barra da Tijuca;5;4;2;700;13000.0;2200.0;0.0
1107;Casa de Condomínio;Barra da Tijuca;5;0;5;1200;13000.0;1600.0;0.0
1108;Casa de Condomínio;Barra da Tijuca;4;0;4;250;13000.0;600.0;0.0
1109;Casa de Condomínio;Barra da Tijuca;5;6;5;646;13000.0;1400.0;1643.0
1110;Casa de Condomínio;Barra da Tijuca;4;3;4;350;13000.0;1210.0;1000.0
1111;Casa;Urca;6;5;5;1000;13000.0;0.0;0.0
1112;Casa;Barra da Tijuca;6;1;0;425;13000.0;0.0;580.0
1113;Casa de Condomínio;Barra da Tijuca;4;2;4;350;13000.0;1500.0;1000.0
1114;Casa de Condomínio;Barra da Tijuca;5;0;5;622;13000.0;500.0;1220.0
1115;Casa;Botafogo;4;2;0;221;13000.0;0.0;0.0
1116;Casa de Condomínio;Barra da Tijuca;4;5;4;500;13000.0;2500.0;2000.0
1117;Casa;Barra da Tijuca;6;4;4;300;13000.0;800.0;1500.0
1118;Casa de Condomínio;Gávea;5;3;1;429;13000.0;1000.0;769.0
1119;Casa de Condomínio;Barra da Tijuca;5;5;5;617;13000.0;1450.0;1641.0
1120;Casa;Freguesia (Jacarepaguá);4;1;2;416;13000.0;0.0;0.0
1121;Casa de Condomínio;Barra da Tijuca;4;2;4;285;13000.0;1200.0;14000.0
1122;Casa de Condomínio;Barra da Tijuca;5;3;5;350;13000.0;710.0;630.0
1123;Casa de Condomínio;Barra da Tijuca;4;3;4;900;13000.0;1380.0;1833.0
1124;Casa de Condomínio;Barra da Tijuca;5;4;5;700;13491.0;2400.0;18500.0
1125;Casa;Humaitá;4;2;0;252;13500.0;0.0;300.0
1126;Casa;Laranjeiras;4;2;1;336;13500.0;750.0;649.0
1127;Casa de Condomínio;Barra da Tijuca;6;6;6;1621;13500.0;1250.0;1800.0
1128;Casa de Condomínio;Barra da Tijuca;5;0;2;487;13500.0;1450.0;993.0
1129;Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0
1130;Casa de Condomínio;Barra da Tijuca;5;4;5;765;13900.0;2500.0;3000.0
1131;Casa de Condomínio;Barra da Tijuca;5;2;3;700;14000.0;1500.0;1100.0
1132;Casa de Condomínio;Barra da Tijuca;5;2;2;400;14000.0;2500.0;0.0
1133;Casa de Condomínio;Barra da Tijuca;5;6;5;755;14000.0;2200.0;2000.0
1134;Casa de Condomínio;Barra da Tijuca;4;4;4;300;14000.0;1200.0;350.0
1135;Casa;Gávea;4;2;1;680;14000.0;578.0;0.0
1136;Casa de Condomínio;Barra da Tijuca;4;4;4;305;14000.0;960.0;0.0
1137;Casa;Gávea;4;4;0;450;14000.0;0.0;7200.0
1138;Casa;Barra da Tijuca;5;2;5;600;14000.0;790.0;5400.0
1139;Casa de Condomínio;Barra da Tijuca;4;3;4;298;14000.0;1490.0;505.0
1140;Casa de Condomínio;Barra da Tijuca;5;5;3;450;14000.0;1440.0;1182.0
1141;Casa;Gávea;4;4;2;450;14000.0;0.0;7200.0
1142;Casa;Recreio dos Bandeirantes;4;2;4;900;14000.0;1170.0;0.0
1143;Casa;São Conrado;5;3;3;500;14000.0;0.0;508.0
1144;Casa de Condomínio;Barra da Tijuca;5;6;4;600;14500.0;1680.0;1980.0
1145;Casa de Condomínio;Gávea;5;3;1;600;14500.0;570.0;980.0
1146;Casa;Gávea;4;4;0;450;14900.0;0.0;500.0
1147;Casa de Condomínio;Barra da Tijuca;4;5;3;650;14990.0;1750.0;850.0
1148;Casa de Condomínio;Barra da Tijuca;4;2;4;351;15000.0;1900.0;11587.0
1149;Casa de Condomínio;Barra da Tijuca;4;5;3;650;15000.0;1750.0;0.0
1150;Casa de Condomínio;Joá;5;2;2;500;15000.0;1630.0;1300.0
1151;Casa de Condomínio;Barra da Tijuca;5;2;5;360;15000.0;700.0;905.0
1152;Casa de Condomínio;Leblon;4;4;4;732;15000.0;3473.0;0.0
1153;Casa de Condomínio;Barra da Tijuca;4;3;4;512;15000.0;1967.0;1400.0
1154;Casa de Condomínio;Barra da Tijuca;6;6;5;850;15000.0;2300.0;2200.0
1155;Casa de Condomínio;Barra da Tijuca;6;4;4;1000;15000.0;2600.0;0.0
1156;Casa de Condomínio;Barra da Tijuca;4;4;4;900;15000.0;1170.0;2100.0
1157;Casa de Condomínio;Itanhangá;5;4;5;800;15000.0;1700.0;1300.0
1158;Casa de Condomínio;Barra da Tijuca;5;6;2;703;15000.0;0.0;0.0
1159;Casa de Condomínio;Barra da Tijuca;4;7;4;560;15000.0;2300.0;1709.0
1160;Casa de Condomínio;Barra da Tijuca;5;5;5;580;15000.0;820.0;10674.0
1161;Casa de Condomínio;Barra da Tijuca;5;0;3;600;15000.0;2200.0;1400.0
1162;Casa de Condomínio;Barra da Tijuca;4;4;2;700;15000.0;1600.0;0.0
1163;Casa de Condomínio;Barra da Tijuca;6;3;4;1050;15000.0;2650.0;9000.0
1164;Casa de Condomínio;Barra da Tijuca;4;4;3;650;15000.0;1750.0;850.0
1165;Casa de Condomínio;Barra da Tijuca;5;6;4;1000;15000.0;2500.0;0.0
1166;Casa de Condomínio;Barra da Tijuca;11;4;4;937;15000.0;2300.0;14014.0
1167;Casa de Condomínio;Barra da Tijuca;7;10;5;773;15000.0;2900.0;2000.0
1168;Casa de Condomínio;Barra da Tijuca;4;4;0;800;15000.0;2000.0;0.0
1169;Casa de Condomínio;Barra da Tijuca;4;2;4;900;15000.0;1380.0;22000.0
1170;Casa de Condomínio;Catete;5;0;2;250;15000.0;0.0;0.0
1171;Casa de Condomínio;Recreio dos Bandeirantes;4;10;3;480;15000.0;590.0;0.0
1172;Casa de Condomínio;Itanhangá;5;5;5;500;15000.0;1800.0;650.0
1173;Casa de Condomínio;Barra da Tijuca;6;4;4;743;15000.0;800.0;1427.0
1174;Casa de Condomínio;Joá;6;3;5;690;15000.0;1500.0;1250.0
1175;Casa de Condomínio;Itanhangá;4;3;4;500;15000.0;1572.0;600.0
1176;Casa de Condomínio;Itanhangá;5;3;3;500;15000.0;1400.0;800.0
1177;Casa de Condomínio;São Conrado;3;4;3;523;15000.0;3968.0;1013.0
1178;Casa de Condomínio;Barra da Tijuca;5;0;5;900;15000.0;2000.0;1800.0
1179;Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;360;15000.0;0.0;672.0
1180;Casa de Condomínio;Barra da Tijuca;5;3;4;450;15000.0;1711.0;2332.0
1181;Casa;Leblon;4;4;4;669;15000.0;3400.0;2930.0
1182;Casa;Cosme Velho;4;4;1;800;15000.0;1300.0;1100.0
1183;Casa de Condomínio;Leblon;4;3;4;600;15000.0;3250.0;2300.0
1184;Casa;Recreio dos Bandeirantes;4;2;3;600;15000.0;0.0;6072.0
1185;Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000.0;2200.0;1000.0
1186;Casa de Condomínio;Barra da Tijuca;5;6;5;1050;15000.0;2000.0;2000.0
1187;Casa;Joá;4;3;3;520;15000.0;2800.0;800.0
1188;Casa de Condomínio;Barra da Tijuca;4;4;4;315;15000.0;1200.0;850.0
1189;Casa;Recreio dos Bandeirantes;3;3;1;300;15000.0;1608.0;312.0
1190;Casa;Catete;10;0;10;200;15000.0;0.0;200.0
1191;Casa de Condomínio;Barra da Tijuca;3;0;3;680;15000.0;1150.0;800.0
1192;Casa;Itanhangá;5;4;5;1200;15000.0;1600.0;0.0
1193;Casa;Botafogo;8;3;0;418;15000.0;0.0;0.0
1194;Casa;Jardim Botânico;6;2;1;385;15000.0;1000.0;990.0
1195;Casa;Recreio dos Bandeirantes;4;5;3;360;15000.0;0.0;5624.0
1196;Casa;Jacarepaguá;8;20;7;2000;15000.0;0.0;0.0
1197;Casa de Condomínio;Barra da Tijuca;4;2;4;800;15000.0;2000.0;0.0
1198;Casa de Condomínio;Leblon;4;4;4;653;15000.0;3473.0;0.0
1199;Casa;Barra da Tijuca;5;3;3;500;15000.0;1200.0;0.0
1200;Casa de Condomínio;Cosme Velho;4;3;1;379;15000.0;1100.0;536.0
1201;Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000.0;2200.0;1000.0
1202;Casa;Jardim Botânico;4;1;2;500;15000.0;0.0;450.0
1203;Casa;Catete;5;3;1;300;15000.0;0.0;0.0
1204;Casa;Barra da Tijuca;4;3;4;300;15000.0;1100.0;1070.0
1205;Casa;Gávea;0;0;0;160;15000.0;0.0;426.0
1206;Casa;Jardim Botânico;5;2;2;276;15000.0;0.0;525.0
1207;Casa;Gávea;3;6;2;363;15000.0;0.0;704.0
1208;Casa;Recreio dos Bandeirantes;4;5;3;386;15000.0;0.0;610.0
1209;Casa;Catete;10;0;10;300;15000.0;0.0;220.0
1210;Casa de Condomínio;Itanhangá;5;0;5;950;15000.0;1950.0;2500.0
1211;Casa de Condomínio;Barra da Tijuca;4;3;4;1100;15000.0;2000.0;0.0
1212;Casa de Condomínio;Barra da Tijuca;6;3;4;400;15000.0;1759.0;0.0
1213;Casa;Recreio dos Bandeirantes;4;2;3;600;15000.0;0.0;600.0
1214;Casa;Jardim Botânico;4;1;2;500;15000.0;0.0;500.0
1215;Casa;Recreio dos Bandeirantes;5;4;3;360;15000.0;0.0;607.0
1216;Casa;Alto da Boa Vista;9;8;4;870;15000.0;770.0;480.0
1217;Casa de Condomínio;Barra da Tijuca;8;4;4;986;15000.0;1543.0;2082.0
1218;Casa de Condomínio;Barra da Tijuca;4;4;4;700;15000.0;2400.0;18000.0
1219;Casa;Barra da Tijuca;4;4;4;500;15000.0;974.0;0.0
1220;Casa;Jardim Botânico;4;2;2;380;15000.0;0.0;6700.0
1221;Casa;Cosme Velho;6;4;1;641;15000.0;900.0;1000.0
1222;Casa de Condomínio;Barra da Tijuca;5;3;3;1750;15000.0;2900.0;1798.0
1223;Casa;Cosme Velho;4;3;1;379;15000.0;1200.0;0.0
1224;Casa de Condomínio;Recreio dos Bandeirantes;7;6;6;800;16000.0;1200.0;13000.0
1225;Casa;Urca;5;3;3;350;16000.0;0.0;500.0
1226;Casa de Condomínio;Gávea;6;3;6;1500;16000.0;2000.0;5500.0
1227;Casa;Barra da Tijuca;4;3;4;700;16000.0;2140.0;1700.0
1228;Casa de Condomínio;Barra da Tijuca;4;4;4;400;16000.0;1300.0;590.0
1229;Casa de Condomínio;Barra da Tijuca;5;4;5;700;16000.0;2150.0;17000.0
1230;Casa de Condomínio;Itanhangá;5;3;5;700;16000.0;1600.0;150.0
1231;Casa;Freguesia (Jacarepaguá);4;3;4;400;16000.0;0.0;2200.0
1232;Casa de Condomínio;Barra da Tijuca;4;7;4;650;16000.0;1750.0;850.0
1233;Casa de Condomínio;Barra da Tijuca;5;9;4;679;16000.0;3049.0;2743.0
1234;Casa;Urca;5;4;3;350;16000.0;0.0;500.0
1235;Casa;Gávea;4;2;3;250;16000.0;0.0;400.0
1236;Casa de Condomínio;Barra da Tijuca;6;6;6;964;16000.0;1200.0;2398.0
1237;Casa;Botafogo;7;0;4;275;16000.0;0.0;622.0
1238;Casa de Condomínio;Barra da Tijuca;3;5;3;1030;16000.0;2150.0;2000.0
1239;Casa de Condomínio;Barra da Tijuca;4;3;4;423;16000.0;2150.0;1500.0
1240;Casa de Condomínio;Barra da Tijuca;5;3;5;560;16000.0;1500.0;1940.0
1241;Casa de Condomínio;Barra da Tijuca;6;5;4;600;16000.0;900.0;8000.0
1242;Casa de Condomínio;Barra da Tijuca;3;4;3;700;16000.0;2150.0;17000.0
1243;Casa de Condomínio;Barra da Tijuca;4;9;4;680;16000.0;3118.0;2743.0
1244;Casa de Condomínio;Barra da Tijuca;4;2;4;550;16000.0;2100.0;2000.0
1245;Casa de Condomínio;Barra da Tijuca;5;4;5;700;16000.0;2150.0;17000.0
1246;Casa de Condomínio;Barra da Tijuca;3;4;3;600;16000.0;2200.0;1200.0
1247;Casa;Vila Valqueire;5;20;0;460;16000.0;0.0;0.0
1248;Casa;Barra da Tijuca;5;2;5;320;16000.0;1000.0;800.0
1249;Casa de Condomínio;Barra da Tijuca;4;4;4;610;16500.0;1000.0;16964.0
1250;Casa de Condomínio;Barra da Tijuca;6;0;4;800;17000.0;2695.0;2220.0
1251;Casa de Condomínio;Barra da Tijuca;4;3;3;600;17000.0;1400.0;1000.0
1252;Casa de Condomínio;Itanhangá;6;9;6;1280;17000.0;1500.0;14000.0
1253;Casa de Condomínio;Barra da Tijuca;4;6;4;900;17000.0;1200.0;22000.0
1254;Casa de Condomínio;Itanhangá;4;4;2;700;17000.0;1600.0;1435.0
1255;Casa de Condomínio;Barra da Tijuca;4;4;4;600;17000.0;1800.0;2200.0
1256;Casa;Urca;5;1;3;320;17000.0;0.0;396.0
1257;Casa de Condomínio;Barra da Tijuca;4;4;4;680;17000.0;2000.0;18000.0
1258;Casa de Condomínio;Barra da Tijuca;4;2;4;585;17000.0;1748.0;1210.0
1259;Casa de Condomínio;Barra da Tijuca;4;6;4;900;17000.0;1200.0;22000.0
1260;Casa;Barra da Tijuca;5;4;5;890;17000.0;2500.0;2500.0
1261;Casa;Vargem Pequena;8;4;6;380;17000.0;0.0;0.0
1262;Casa;Barra da Tijuca;5;0;5;580;17000.0;1800.0;0.0
1263;Casa de Condomínio;Barra da Tijuca;5;4;5;890;17000.0;2700.0;2000.0
1264;Casa de Condomínio;Barra da Tijuca;5;4;5;300;17000.0;750.0;7500.0
1265;Casa de Condomínio;Barra da Tijuca;4;4;4;800;17000.0;2695.0;0.0
1266;Casa de Condomínio;Barra da Tijuca;5;5;5;900;17500.0;2600.0;0.0
1267;Casa de Condomínio;Barra da Tijuca;4;3;4;585;17500.0;1850.0;1200.0
1268;Casa;Barra da Tijuca;6;0;5;800;18000.0;825.0;1786.0
1269;Casa de Condomínio;Barra da Tijuca;5;4;5;788;18000.0;2200.0;20000.0
1270;Casa de Condomínio;Barra da Tijuca;5;6;5;700;18000.0;1900.0;1850.0
1271;Casa de Condomínio;Barra da Tijuca;6;6;5;800;18000.0;1000.0;13000.0
1272;Casa de Condomínio;Barra da Tijuca;5;6;5;800;18000.0;1600.0;2400.0
1273;Casa;Barra da Tijuca;5;8;5;640;18000.0;950.0;18000.0
1274;Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0
1275;Casa;Lagoa;6;1;0;750;18000.0;0.0;1200.0
1276;Casa;Gávea;4;4;3;506;18000.0;1300.0;14000.0
1277;Casa;Barra da Tijuca;5;3;5;615;18000.0;2300.0;0.0
1278;Casa de Condomínio;Barra da Tijuca;5;5;5;606;18000.0;1850.0;1480.0
1279;Casa de Condomínio;São Conrado;5;4;3;670;18000.0;1550.0;3200.0
1280;Casa de Condomínio;Barra da Tijuca;6;2;1;500;18000.0;2333.0;12000.0
1281;Casa;Barra da Tijuca;5;6;4;788;18000.0;2214.0;2181.0
1282;Casa de Condomínio;Barra da Tijuca;3;6;3;608;18000.0;1910.0;1411.0
1283;Casa;Gávea;3;1;3;450;18000.0;0.0;1000.0
1284;Casa;Gávea;4;3;3;560;18000.0;1300.0;0.0
1285;Casa de Condomínio;Barra da Tijuca;4;6;3;681;18000.0;1907.0;1941.0
1286;Casa;Gávea;4;0;3;500;18000.0;1500.0;1100.0
1287;Casa;Barra da Tijuca;4;4;4;550;18000.0;1550.0;1860.0
1288;Casa de Condomínio;Barra da Tijuca;4;3;4;600;18000.0;1100.0;300.0
1289;Casa;Lagoa;6;2;0;750;18000.0;0.0;1800.0
1290;Casa de Condomínio;Barra da Tijuca;6;4;5;788;18000.0;2200.0;20000.0
1291;Casa;Urca;6;2;2;260;18000.0;0.0;0.0
1292;Casa de Condomínio;Barra da Tijuca;5;3;5;788;18000.0;2000.0;2100.0
1293;Casa;Jardim Botânico;4;3;0;531;18000.0;0.0;702.0
1294;Casa de Condomínio;Barra da Tijuca;4;8;4;751;18000.0;2334.0;2404.0
1295;Casa de Condomínio;Botafogo;5;0;0;600;18000.0;0.0;2300.0
1296;Casa de Condomínio;Barra da Tijuca;4;8;4;700;18000.0;1700.0;2700.0
1297;Casa de Condomínio;Barra da Tijuca;8;7;5;1000;18000.0;2150.0;2500.0
1298;Casa de Condomínio;Barra da Tijuca;5;7;5;780;18000.0;2081.0;1540.0
1299;Casa de Condomínio;Botafogo;1;4;0;400;18000.0;0.0;0.0
1300;Casa de Condomínio;Barra da Tijuca;5;7;5;780;18000.0;2081.0;1540.0
1301;Casa de Condomínio;Barra da Tijuca;4;6;3;681;18000.0;1907.0;1941.0
1302;Casa de Condomínio;Barra da Tijuca;5;4;5;631;18000.0;980.0;1800.0
1303;Casa de Condomínio;Leblon;6;2;2;350;18000.0;3400.0;1351.0
1304;Casa de Condomínio;Recreio dos Bandeirantes;5;0;3;500;18000.0;800.0;0.0
1305;Casa de Condomínio;Barra da Tijuca;4;4;4;850;18009.0;1560.0;0.0
1306;Casa;Tijuca;6;4;2;550;18500.0;0.0;0.0
1307;Casa;Jardim Botânico;4;3;3;500;18500.0;0.0;993.0
1308;Casa;Urca;5;2;2;350;19000.0;0.0;0.0
1309;Casa;Lagoa;6;2;3;700;19000.0;0.0;0.0
1310;Casa;Tijuca;4;5;0;274;19000.0;0.0;0.0
1311;Casa;Urca;4;0;4;491;19900.0;0.0;6000.0
1312;Casa de Condomínio;Barra da Tijuca;5;2;5;600;19900.0;1891.0;160.0
1313;Casa de Condomínio;Barra da Tijuca;3;5;3;681;19991.0;1907.0;13950.0
1314;Casa;Jardim Botânico;4;4;4;452;20000.0;0.0;1749.0
1315;Casa de Condomínio;Itanhangá;4;4;4;600;20000.0;1800.0;0.0
1316;Casa de Condomínio;Barra da Tijuca;5;4;5;680;20000.0;2000.0;0.0
1317;Casa;Laranjeiras;6;2;6;333;20000.0;0.0;697.0
1318;Casa de Condomínio;Barra da Tijuca;5;8;5;900;20000.0;2200.0;1177.0
1319;Casa de Condomínio;Barra da Tijuca;4;5;4;900;20000.0;1500.0;0.0
1320;Casa;Jardim Botânico;4;4;4;450;20000.0;0.0;0.0
1321;Casa de Condomínio;Barra da Tijuca;5;7;5;750;20000.0;2500.0;10000.0
1322;Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;1749.0
1323;Casa de Condomínio;Barra da Tijuca;5;3;5;900;20000.0;1308.0;1601.0
1324;Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;1749.0
1325;Casa de Condomínio;Barra da Tijuca;4;4;4;700;20000.0;0.0;0.0
1326;Casa;Jardim Botânico;4;3;4;300;20000.0;0.0;1254.0
1327;Casa;Jardim Botânico;4;4;4;452;20000.0;0.0;0.0
1328;Casa;Barra da Tijuca;6;6;6;610;20000.0;0.0;400.0
1329;Casa de Condomínio;Itanhangá;3;2;3;544;20000.0;1800.0;1600.0
1330;Casa de Condomínio;Barra da Tijuca;6;4;6;556;20000.0;1650.0;1620.0
1331;Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;0.0
1332;Casa de Condomínio;Glória;4;3;2;600;20000.0;0.0;979.0
1333;Casa de Condomínio;Barra da Tijuca;5;4;4;474;20000.0;973.0;17300.0
1334;Casa de Condomínio;Barra da Tijuca;5;4;5;900;20000.0;1310.0;17000.0
1335;Casa;Gávea;6;5;3;650;20000.0;0.0;19230.0
1336;Casa;Lagoa;5;2;1;400;20000.0;180.0;576.0
1337;Casa de Condomínio;Itanhangá;4;8;4;1800;20000.0;0.0;0.0
1338;Casa;Jardim Botânico;5;2;5;500;20000.0;0.0;1912.0
