;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
1339;Casa de Condomínio;Barra da Tijuca;5;2;5;554;20000.0;1892.0;1743.0
1340;Casa de Condomínio;Barra da Tijuca;3;5;3;1000;20000.0;3000.0;0.0
1341;Casa de Condomínio;Barra da Tijuca;6;5;6;615;20000.0;2000.0;1000.0
1342;Casa de Condomínio;Barra da Tijuca;5;3;5;900;20000.0;1300.0;1600.0
1343;Casa de Condomínio;Barra da Tijuca;5;6;5;680;20000.0;2870.0;1200.0
1344;Casa de Condomínio;Barra da Tijuca;5;0;5;850;20000.0;2150.0;2600.0
1345;Casa;Freguesia (Jacarepaguá);5;0;5;1000;20000.0;0.0;0.0
1346;Casa de Condomínio;Barra da Tijuca;4;6;4;950;20000.0;2650.0;0.0
1347;Casa;Barra da Tijuca;6;4;4;480;20000.0;1100.0;0.0
1348;Casa;Humaitá;3;3;3;493;20000.0;3700.0;1515.0
1349;Casa de Condomínio;Barra da Tijuca;4;5;3;650;20000.0;1750.0;8724.0
1350;Casa de Condomínio;Itanhangá;4;4;4;600;20000.0;1800.0;16000.0
1351;Casa;Paquetá;10;0;10;976;20000.0;0.0;0.0
1352;Casa de Condomínio;Barra da Tijuca;5;0;5;900;20000.0;1324.0;16000.0
1353;Casa de Condomínio;Barra da Tijuca;5;4;5;564;20000.0;1918.0;1743.0
1354;Casa;Jardim Botânico;4;4;3;450;20000.0;0.0;1750.0
1355;Casa;Jardim Botânico;4;3;4;406;20000.0;0.0;1912.0
1356;Casa de Condomínio;Barra da Tijuca;4;5;4;530;20000.0;2333.0;17970.0
1357;Casa de Condomínio;Itanhangá;8;4;5;965;20000.0;2200.0;1600.0
1358;Casa;São Conrado;4;4;2;490;20000.0;670.0;0.0
1359;Casa;Jardim Botânico;4;1;4;356;20000.0;0.0;1189.0
1360;Casa de Condomínio;Urca;5;3;4;346;20000.0;0.0;0.0
1361;Casa de Condomínio;Barra da Tijuca;4;0;4;590;20000.0;2000.0;0.0
1362;Casa de Condomínio;Barra da Tijuca;5;4;4;474;20000.0;973.0;17300.0
1363;Casa de Condomínio;Barra da Tijuca;5;8;5;900;20000.0;2200.0;1500.0
1364;Casa de Condomínio;Barra da Tijuca;5;10;5;900;20000.0;1300.0;120.0
1365;Casa;Jardim Botânico;4;4;4;452;20000.0;0.0;0.0
1366;Casa de Condomínio;Barra da Tijuca;5;3;5;550;20000.0;1308.0;1601.0
1367;Casa;Jardim Botânico;4;4;4;451;20000.0;0.0;0.0
1368;Casa;Jardim Botânico;4;3;4;451;20000.0;0.0;1750.0
1369;Casa;Jardim Botânico;4;4;4;452;20000.0;0.0;1749.0
1370;Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;1749.0
1371;Casa de Condomínio;Barra da Tijuca;5;2;5;679;20000.0;1800.0;1687.0
1372;Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0
1373;Casa;Jardim Botânico;4;3;4;500;20000.0;0.0;1800.0
1374;Casa de Condomínio;Barra da Tijuca;5;10;4;1000;20000.0;5000.0;2000.0
1375;Casa de Condomínio;Barra da Tijuca;5;3;0;900;20000.0;1308.0;1601.0
1376;Casa de Condomínio;Barra da Tijuca;5;6;5;900;20000.0;3300.0;11000.0
1377;Casa de Condomínio;Barra da Tijuca;6;3;6;1100;20000.0;2300.0;2400.0
1378;Casa;Barra da Tijuca;5;10;5;600;20000.0;2000.0;0.0
1379;Casa de Condomínio;Barra da Tijuca;5;4;5;805;20000.0;1700.0;14000.0
1380;Casa;Jardim Botânico;5;4;5;1400;20000.0;0.0;1912.0
1381;Casa de Condomínio;Barra da Tijuca;3;5;3;681;20000.0;1907.0;18098.0
1382;Casa;Barra da Tijuca;5;6;0;400;20000.0;0.0;590.0
1383;Casa de Condomínio;Barra da Tijuca;7;5;6;850;20000.0;2340.0;15000.0
1384;Casa de Condomínio;Barra da Tijuca;5;0;3;270;20000.0;1150.0;650.0
1385;Casa de Condomínio;Barra da Tijuca;5;6;5;772;20000.0;1400.0;0.0
1386;Casa de Condomínio;Barra da Tijuca;5;5;5;566;20000.0;1308.0;0.0
1387;Casa;Barra da Tijuca;5;3;5;776;20000.0;2130.0;20000.0
1388;Casa de Condomínio;Itanhangá;5;4;5;865;20000.0;1900.0;1990.0
1389;Casa;Urca;4;1;2;320;20000.0;0.0;423.0
1390;Casa de Condomínio;Barra da Tijuca;4;7;4;496;20000.0;1500.0;1306.0
1391;Casa de Condomínio;Barra da Tijuca;6;2;6;556;20000.0;1050.0;0.0
1392;Casa de Condomínio;Barra da Tijuca;6;6;6;640;20000.0;1600.0;0.0
1393;Casa de Condomínio;Barra da Tijuca;5;5;3;681;20000.0;1900.0;18000.0
1394;Casa de Condomínio;Barra da Tijuca;5;5;5;600;20000.0;2300.0;0.0
1395;Casa;Vargem Grande;6;0;6;1000;20000.0;0.0;715.0
1396;Casa;Urca;5;2;4;320;21000.0;0.0;0.0
1397;Casa de Condomínio;Barra da Tijuca;5;4;5;900;21000.0;1300.0;1600.0
1398;Casa;Urca;4;2;4;330;21000.0;0.0;4200.0
1399;Casa de Condomínio;Joá;6;35;4;1100;22000.0;0.0;0.0
1400;Casa de Condomínio;Barra da Tijuca;4;3;4;980;22000.0;1400.0;800.0
1401;Casa de Condomínio;Humaitá;3;3;3;500;22000.0;3780.0;1550.0
1402;Casa;Barra da Tijuca;6;3;4;273;22000.0;2300.0;25000.0
1403;Casa;São Conrado;4;5;3;3000;22000.0;2700.0;1700.0
1404;Casa;Botafogo;4;5;0;600;22000.0;0.0;3142.0
1405;Casa de Condomínio;Barra da Tijuca;5;3;5;600;22000.0;1028.0;18558.0
1406;Casa de Condomínio;Barra da Tijuca;5;0;5;577;22000.0;1680.0;14735.0
1407;Casa de Condomínio;Barra da Tijuca;6;5;0;906;22000.0;2900.0;2519.0
1408;Casa;Barra da Tijuca;5;5;4;925;22000.0;3129.0;47.0
1409;Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;0.0;0.0
1410;Casa;Glória;4;3;2;851;22000.0;0.0;980.0
1411;Casa de Condomínio;Barra da Tijuca;4;4;4;2070;22000.0;1000.0;32300.0
1412;Casa de Condomínio;Barra da Tijuca;5;0;0;800;22000.0;2400.0;1400.0
1413;Casa de Condomínio;Barra da Tijuca;4;3;4;869;23000.0;2215.0;2380.0
1414;Casa de Condomínio;São Conrado;5;4;5;1100;23000.0;2450.0;0.0
1415;Casa de Condomínio;Gávea;6;4;6;800;23000.0;900.0;1776.0
1416;Casa de Condomínio;Barra da Tijuca;4;4;4;760;23009.0;2080.0;0.0
1417;Casa de Condomínio;Recreio dos Bandeirantes;5;8;3;1000;23900.0;1320.0;1061.0
1418;Casa de Condomínio;Barra da Tijuca;4;4;4;806;24000.0;2081.0;2300.0
1419;Casa de Condomínio;Barra da Tijuca;4;4;4;869;24000.0;2220.0;2269.0
1420;Casa de Condomínio;Barra da Tijuca;4;4;4;1000;24000.0;2214.0;1980.0
1421;Casa de Condomínio;Itanhangá;6;0;5;636;24000.0;1900.0;1900.0
1422;Casa de Condomínio;Barra da Tijuca;4;4;4;869;24000.0;2214.0;2376.0
1423;Casa de Condomínio;Itanhangá;6;3;5;636;24000.0;1900.0;1900.0
1424;Casa de Condomínio;Barra da Tijuca;4;0;4;869;24000.0;2214.0;2376.0
1425;Casa de Condomínio;Barra da Tijuca;6;6;6;1000;24009.0;0.0;0.0
1426;Casa de Condomínio;São Conrado;4;4;4;1200;24500.0;1600.0;3498.0
1427;Casa de Condomínio;Barra da Tijuca;3;6;3;600;25000.0;0.0;0.0
1428;Casa de Condomínio;Joá;6;4;6;550;25000.0;0.0;672.0
1429;Casa de Condomínio;Barra da Tijuca;6;5;6;1100;25000.0;0.0;0.0
1430;Casa de Condomínio;Barra da Tijuca;5;6;5;1100;25000.0;2000.0;25000.0
1431;Casa de Condomínio;Barra da Tijuca;4;10;0;771;25000.0;1550.0;147.0
1432;Casa de Condomínio;Barra da Tijuca;5;2;5;700;25000.0;0.0;1800.0
1433;Casa de Condomínio;Barra da Tijuca;5;4;5;600;25000.0;0.0;0.0
1434;Casa de Condomínio;Barra da Tijuca;5;3;5;900;25000.0;1415.0;1216.0
1435;Casa de Condomínio;Barra da Tijuca;4;3;4;550;25000.0;1967.0;1330.0
1436;Casa de Condomínio;Barra da Tijuca;6;4;6;700;25000.0;1600.0;1200.0
1437;Casa de Condomínio;Barra da Tijuca;6;6;6;1200;25000.0;1650.0;2900.0
1438;Casa de Condomínio;Barra da Tijuca;4;4;4;674;25000.0;2100.0;2000.0
1439;Casa de Condomínio;Barra da Tijuca;7;10;7;1400;25000.0;2000.0;0.0
1440;Casa de Condomínio;Barra da Tijuca;5;2;5;758;25000.0;1510.0;20500.0
1441;Casa de Condomínio;Barra da Tijuca;5;3;5;700;25000.0;0.0;0.0
1442;Casa de Condomínio;Barra da Tijuca;5;3;5;775;25000.0;2134.0;20987.0
1443;Casa de Condomínio;Barra da Tijuca;4;0;4;1000;25000.0;2500.0;25000.0
1444;Casa de Condomínio;Itanhangá;5;8;5;2200;25000.0;1300.0;345.0
1445;Casa de Condomínio;Barra da Tijuca;6;6;6;1100;25000.0;2695.0;3000.0
1446;Casa de Condomínio;Barra da Tijuca;4;6;4;500;25000.0;1586.0;1298.0
1447;Casa de Condomínio;Barra da Tijuca;5;4;5;700;25000.0;2000.0;1000.0
1448;Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;0.0
1449;Casa de Condomínio;Barra da Tijuca;7;6;6;850;25000.0;2200.0;25000.0
1450;Casa de Condomínio;Barra da Tijuca;5;3;5;775;25000.0;1750.0;21400.0
1451;Casa de Condomínio;Barra da Tijuca;5;0;5;1000;25000.0;1300.0;1600.0
1452;Casa de Condomínio;Barra da Tijuca;5;4;5;790;25000.0;1350.0;3400.0
1453;Casa de Condomínio;Barra da Tijuca;5;4;5;730;25000.0;1350.0;1200.0
1454;Casa de Condomínio;Barra da Tijuca;5;5;5;850;25000.0;2134.0;0.0
1455;Casa de Condomínio;Leblon;4;2;4;400;25000.0;3500.0;20000.0
1456;Casa de Condomínio;Gávea;6;10;6;1500;25000.0;8300.0;3650.0
1457;Casa de Condomínio;Barra da Tijuca;5;3;5;820;25000.0;2500.0;1500.0
1458;Casa de Condomínio;Leblon;4;2;4;500;25000.0;2900.0;1962.0
1459;Casa de Condomínio;Barra da Tijuca;4;4;4;825;25000.0;2962.0;275.0
1460;Casa de Condomínio;Barra da Tijuca;4;4;4;1000;25000.0;2450.0;23710.0
1461;Casa de Condomínio;Barra da Tijuca;4;4;4;900;25000.0;1308.0;1601.0
1462;Casa de Condomínio;Joá;6;3;5;300;25000.0;0.0;0.0
1463;Casa de Condomínio;Barra da Tijuca;5;2;5;810;26000.0;1550.0;3256.0
1464;Casa de Condomínio;Barra da Tijuca;4;0;4;815;27000.0;2700.0;12000.0
1465;Casa de Condomínio;Barra da Tijuca;5;4;5;674;27000.0;2100.0;19369.0
1466;Casa de Condomínio;Barra da Tijuca;5;9;4;870;28000.0;1650.0;0.0
1467;Casa de Condomínio;São Conrado;4;2;3;450;28000.0;1600.0;1400.0
1468;Casa de Condomínio;Barra da Tijuca;5;0;5;850;28000.0;0.0;0.0
1469;Casa de Condomínio;São Conrado;4;4;4;640;28000.0;2400.0;1300.0
1470;Casa de Condomínio;Barra da Tijuca;5;6;5;560;28000.0;2200.0;0.0
1471;Casa de Condomínio;Barra da Tijuca;4;5;4;1000;28009.0;1600.0;15000.0
1472;Casa de Condomínio;Barra da Tijuca;4;9;4;943;29000.0;3000.0;2678.0
1473;Casa de Condomínio;Barra da Tijuca;7;6;6;1350;30000.0;0.0;0.0
1474;Casa de Condomínio;Joá;5;5;5;600;30000.0;0.0;0.0
1475;Casa de Condomínio;Leblon;5;0;5;850;30000.0;1500.0;2600.0
1476;Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;600;30000.0;1100.0;13999.0
1477;Casa de Condomínio;Barra da Tijuca;5;4;5;750;30000.0;2100.0;18000.0
1478;Casa de Condomínio;Barra da Tijuca;4;2;2;600;30000.0;1100.0;1399.0
1479;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1050.0;0.0
1480;Casa de Condomínio;Barra da Tijuca;4;2;4;675;30000.0;1800.0;1400.0
1481;Casa de Condomínio;Barra da Tijuca;4;4;2;660;30000.0;1150.0;13990.0
1482;Casa de Condomínio;Barra da Tijuca;5;5;5;780;30000.0;1700.0;800.0
1483;Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0
1484;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1399.0
1485;Casa de Condomínio;Barra da Tijuca;5;2;5;900;30000.0;1900.0;1400.0
1486;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;13999.0
1487;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1300.0
1488;Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0
1489;Casa de Condomínio;Leblon;5;0;5;900;30000.0;1500.0;0.0
1490;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1300.0
1491;Casa de Condomínio;Barra da Tijuca;6;0;4;700;30000.0;2100.0;700.0
1492;Casa de Condomínio;Barra da Tijuca;2;4;2;600;30000.0;1100.0;0.0
1493;Casa de Condomínio;Barra da Tijuca;4;5;4;1000;30000.0;2000.0;2670.0
1494;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1300.0
1495;Casa de Condomínio;Barra da Tijuca;6;4;5;1000;30000.0;2700.0;1800.0
1496;Casa de Condomínio;Barra da Tijuca;5;4;5;1280;30000.0;1300.0;0.0
1497;Casa de Condomínio;Barra da Tijuca;4;4;2;660;30000.0;1050.0;1300.0
1498;Casa de Condomínio;Barra da Tijuca;5;5;4;806;30000.0;2695.0;2753.0
1499;Casa de Condomínio;Leblon;4;2;0;800;30000.0;2000.0;1000.0
1500;Casa de Condomínio;Barra da Tijuca;7;8;7;1450;30000.0;1500.0;2800.0
1501;Casa de Condomínio;Barra da Tijuca;7;8;7;913;30000.0;2882.0;0.0
1502;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1400.0
1503;Casa de Condomínio;Barra da Tijuca;4;4;4;800;30000.0;2700.0;18300.0
1504;Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0
1505;Casa de Condomínio;Barra da Tijuca;6;0;5;950;30000.0;1200.0;15000.0
1506;Casa de Condomínio;Barra da Tijuca;4;4;4;700;30000.0;1600.0;1500.0
1507;Casa de Condomínio;Barra da Tijuca;6;3;6;1000;30000.0;1300.0;1216.0
1508;Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1050.0;1300.0
1509;Casa de Condomínio;Barra da Tijuca;5;4;5;850;32000.0;1510.0;15804.0
1510;Casa de Condomínio;Barra da Tijuca;5;6;4;1000;32000.0;3000.0;1700.0
1511;Casa de Condomínio;Barra da Tijuca;5;6;5;1200;32000.0;2134.0;17480.0
